step,t,x,y,z,vx,vy,vz,next_x,next_y,next_z,next_vx,next_vy,next_vz,nominal_vx,nominal_vy,nominal_vz,command_vx,command_vy,command_vz,accel_x,accel_y,accel_z,constraint_active,sector,azimuth_rad,depth_m,margin_m,a_x,a_y,a_z,b,current_slack_m,lookahead_violation_m,obstacle_clearance_m,obstacle_name,status,constraint_age_frames,gate_collision,admm_status,admm_iterations,admm_pri_res,admm_dua_res,admm_terminal_x,admm_terminal_y,admm_terminal_z
21,1.050000000,0.518595451,-0.045557395,1.132090113,0.592575606,-0.011246865,0.030634640,0.548572830,-0.044747183,1.133495415,0.606774204,0.041572570,0.025686343,0.450264094,0.041001656,-0.064180225,0.050000000,0.019303127,0.024603975,-0.800000000,0.087285691,-0.017230472,1,3,0.000000000,0.872032666,0.697626133,0.999279709,0.027028170,-0.026637218,0.661241380,0.174406533,0.000000000,0.741440561,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.367328674,-0.031080050,1.150543094
22,1.100000000,0.548572830,-0.044747183,1.133495415,0.606774204,0.041572570,0.025686343,0.579118396,-0.040701992,1.134455946,0.609800258,0.117303329,0.013279636,0.439034453,0.040272465,-0.066990831,0.050000000,-0.250000000,0.023505416,-0.800000000,-0.800000000,-0.006231221,1,3,0.000000000,0.841925937,0.673540749,0.999407588,0.009604783,-0.033048776,0.678742614,0.168385187,0.000000000,0.710881908,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.229109615,-0.251474500,1.151124477
23,1.150000000,0.579118396,-0.040701992,1.134455946,0.609800258,0.117303329,0.013279636,0.608773966,-0.032710740,1.134585505,0.573383753,0.193032735,-0.006404970,0.427293444,0.036631793,-0.068911893,0.050000000,-0.250000000,-0.001618104,-0.800000000,-0.800000000,-0.042564969,1,3,0.000000000,0.811574970,0.649259976,0.999145653,0.001910960,0.041283308,0.787694937,0.162314994,0.000000000,0.681226034,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.325308263,-0.634145439,1.133242369
24,1.200000000,0.608773966,-0.032710740,1.134585505,0.573383753,0.193032735,-0.006404970,0.635947037,-0.021737063,1.134127264,0.518702578,0.233186285,-0.010737726,0.416353431,0.029439666,-0.069171011,0.107318535,-0.250000000,-0.015481638,-0.800000000,-0.800000000,-0.025933339,1,3,0.000000000,0.786177794,0.628942235,0.993701476,0.043165585,0.103412320,0.878093288,0.157235559,0.000000000,0.654052963,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.689262867,-0.823279440,1.122974277
25,1.250000000,0.635947037,-0.021737063,1.134127264,0.518702578,0.233186285,-0.010737726,0.660798852,-0.010550877,1.134229861,0.484984919,0.205288556,0.012713119,0.407647666,0.019563356,-0.068254527,0.121236813,-0.250000000,-0.001139805,-0.800000000,-0.800000000,0.027422631,1,3,0.000000000,0.757730083,0.606184066,0.995147190,0.038600130,0.090510220,0.886217978,0.151546017,0.000000000,0.629201148,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.884566247,-0.638642073,1.133272409
26,1.300000000,0.660798852,-0.010550877,1.134229861,0.484984919,0.205288556,0.012713119,0.685222365,-0.002314608,1.135499783,0.497500591,0.124997709,0.035137458,0.401031033,0.009495789,-0.068459721,0.117568520,-0.250000000,0.018126379,-0.800000000,-0.800000000,0.015466459,1,2,-0.174532925,0.734803251,0.587842600,0.992376050,0.121687041,0.019545806,0.823607137,0.146960650,0.000000000,0.604777635,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.774025381,-0.219707951,1.147824645
27,1.350000000,0.685222365,-0.002314608,1.135499783,0.497500591,0.124997709,0.035137458,0.710955450,0.001433514,1.137197325,0.529738499,0.033449311,0.033053183,0.394799871,0.002083147,-0.070999567,0.050000000,0.250000000,0.033194929,-0.800000000,0.357149404,-0.005550085,1,2,-0.174532925,0.706586309,0.565269048,0.997440263,0.044517916,-0.055956021,0.761144547,0.141317262,0.000000000,0.579044550,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.309982300,0.317427337,1.160395980
28,1.400000000,0.710955450,0.001433514,1.137197325,0.529738499,0.033449311,0.033053183,0.738081199,0.001053045,1.138511303,0.549138883,-0.040454433,0.021022050,0.387390095,-0.001290162,-0.074394650,0.050000000,0.250000000,0.021549133,-0.800000000,0.618716253,-0.032868716,1,2,-0.174532925,0.680872877,0.544698302,0.997314731,0.047478002,-0.055759894,0.781878977,0.136174575,0.000000000,0.551918801,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.096375637,0.517933130,1.153359175
29,1.450000000,0.738081199,0.001053045,1.138511303,0.549138883,-0.040454433,0.021022050,0.765286502,-0.002944114,1.139163098,0.535615528,-0.113363793,0.006183876,0.378726921,-0.000947741,-0.077022607,0.050000000,0.250000000,0.003503318,-0.800000000,0.800000000,-0.050053520,1,3,0.000000000,0.652519855,0.522015884,0.999078873,-0.042543354,-0.005609650,0.861473854,0.130503971,0.000000000,0.524713498,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.209448963,0.654498994,1.141138792
30,1.500000000,0.765286502,-0.002944114,1.139163098,0.535615528,-0.113363793,0.006183876,0.791383342,-0.010282433,1.139155310,0.511273576,-0.169776536,-0.004866905,0.369992148,0.002649703,-0.078326195,0.050000000,0.250000000,-0.001178690,-0.800000000,0.800000000,-0.021035901,1,3,0.000000000,0.626049277,0.500839421,0.997866336,0.035025491,0.055099831,0.951528069,0.125209855,0.000000000,0.498616658,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.555383205,0.796219349,1.138279080
31,1.550000000,0.791383342,-0.010282433,1.139155310,0.511273576,-0.169776536,-0.004866905,0.816737547,-0.019287952,1.139161460,0.509676515,-0.181573238,0.004520546,0.362254992,0.009254190,-0.078310620,0.050000000,0.250000000,0.006792967,-0.800000000,0.800000000,0.033313921,1,3,0.000000000,0.599253103,0.479402482,0.998937935,0.034465609,0.030579781,0.944874192,0.119850621,0.000000000,0.473262453,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.642690182,0.776937664,1.144250035
