t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,motor_0_thrust_n,motor_1_thrust_n,motor_2_thrust_n,motor_3_thrust_n
0.000000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.020000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.040000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.060000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.080000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.100000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.120000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.140000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.160000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.180000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.200000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.220000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.240000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.260000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.280000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.300000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.320000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.340000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.360000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.380000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.400000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.420000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.440000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.460000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638945000000001,0.10638945000000001,0.10638945000000001,0.10638945000000001
0.480000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10325912171986623,0.10951977828013379,0.10951977828013379,0.10325912171986623
0.500000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6324157505378853,0.0,0.10025457063871143,0.11252432936128859,0.11252432936128859,0.10025457063871143
0.520000000,1.6709844460317817e-05,0.0,1.1000000001396095,0.0024983545934578514,0.0,4.174711666922954e-08,0.999920011130087,0.0,0.012647977767484631,0.0,0.0,1.2394209132477567,0.0,0.10367233931015009,0.10917488494752024,0.10917488494752024,0.10367233931015009
0.540000000,0.0001323825942748453,0.0,1.1000000087625756,0.009864055013315809,0.0,1.3058292041749677e-06,0.9996927828916417,0.0,0.02478587973756708,0.0,0.0,1.1882514677070912,0.0,0.10703189087453756,0.10601228025473013,0.10601228025473013,0.10703189087453756
