step,t,x,y,z,vx,vy,vz,next_x,next_y,next_z,next_vx,next_vy,next_vz,nominal_vx,nominal_vy,nominal_vz,command_vx,command_vy,command_vz,accel_x,accel_y,accel_z,constraint_active,sector,azimuth_rad,depth_m,margin_m,a_x,a_y,a_z,b,current_slack_m,lookahead_violation_m,obstacle_clearance_m,obstacle_name,status,constraint_age_frames,gate_collision,admm_status,admm_iterations,admm_pri_res,admm_dua_res,admm_terminal_x,admm_terminal_y,admm_terminal_z
21,1.050000000,0.571449090,-0.091224743,1.097092425,0.602510741,-0.427548631,0.003978105,0.602299046,-0.111793214,1.097783614,0.623313209,-0.387538071,0.021665316,0.402695819,0.082102268,0.005815150,0.168283412,-0.246610843,0.020052661,-0.800000000,0.516965107,0.045927302,1,2,-0.174532925,0.841417059,0.673133647,0.972824239,0.218359547,-0.077020176,0.619784893,0.168283412,0.138640726,0.690965902,center_box,active,0,False,,,,,,,
22,1.100000000,0.602299046,-0.111793214,1.097783614,0.623313209,-0.387538071,0.021665316,0.633205353,-0.128958530,1.098924852,0.610436943,-0.301412005,0.022971585,0.390680859,0.100613893,0.004432771,0.159627047,-0.239912262,0.008315769,-0.800000000,0.421788026,-0.038141563,1,2,-0.174532925,0.798135233,0.638508186,0.986926678,0.159851258,-0.020574425,0.713595490,0.159627047,0.141547017,0.662005091,center_box,active,0,False,,,,,,,
23,1.150000000,0.633205353,-0.128958530,1.098924852,0.610436943,-0.301412005,0.022971585,0.663235673,-0.141436675,1.099757751,0.594381647,-0.206968332,0.011614396,0.378615182,0.116062677,0.002150295,0.157480742,-0.244937895,0.005588503,-0.800000000,0.161354600,-0.049665948,1,1,-0.349065850,0.787403711,0.629922969,0.961126594,0.275487656,-0.018499226,0.710215504,0.157480742,0.139392640,0.633809093,center_box,active,0,False,,,,,,,
24,1.200000000,0.663235673,-0.141436675,1.099757751,0.594381647,-0.206968332,0.011614396,0.693040504,-0.149742734,1.100177988,0.600533611,-0.138178671,0.006559606,0.367337894,0.127293007,0.000484498,0.152608491,-0.245670280,0.009965801,-0.800000000,-0.110576995,-0.004710272,1,1,-0.349065850,0.763042456,0.610433965,0.952455949,0.300315889,-0.051361785,0.685350052,0.152608491,0.138448801,0.605546602,center_box,active,0,False,,,,,,,
25,1.250000000,0.693040504,-0.149742734,1.100177988,0.600533611,-0.138178671,0.006559606,0.723353440,-0.155981955,1.100648953,0.608407628,-0.120816892,0.012153712,0.356263547,0.134768460,-0.000355977,0.141938461,-0.242043788,0.007727988,-0.800000000,-0.296757480,0.003338234,1,2,-0.174532925,0.709692305,0.567753844,0.982058691,0.183463131,-0.043612007,0.747091670,0.141938461,0.139020750,0.576660513,center_box,active,0,False,,,,,,,
26,1.300000000,0.723353440,-0.155981955,1.100648953,0.608407628,-0.120816892,0.012153712,0.753327685,-0.162255339,1.101187513,0.588037898,-0.130269378,0.009450107,0.344731904,0.140383759,-0.001297905,0.135407995,-0.241434875,-0.004561581,-0.800000000,-0.344622810,-0.047757981,1,2,-0.174532925,0.677039974,0.541631979,0.984648743,0.173636553,0.017810112,0.840175563,0.135407995,0.137436359,0.548303944,center_box,active,0,False,,,,,,,
27,1.350000000,0.753327685,-0.162255339,1.101187513,0.588037898,-0.130269378,0.009450107,0.781969281,-0.168911364,1.101461692,0.561874772,-0.135141917,0.002226913,0.333505083,0.146029805,-0.002375026,0.134973226,-0.250000000,-0.013224190,-0.800000000,-0.342087492,-0.064783705,1,1,-0.349065850,0.674866129,0.539892903,0.943405346,0.326250547,0.059556132,0.858313168,0.134973226,0.136625275,0.521546052,center_box,active,0,False,,,,,,,
28,1.400000000,0.781969281,-0.168911364,1.101461692,0.561874772,-0.135141917,0.002226913,0.809865254,-0.176051751,1.101499215,0.557817644,-0.153971921,-0.000672362,0.323477647,0.152020227,-0.002923383,0.124706956,-0.238146266,-0.007716254,-0.800000000,-0.294298139,-0.028409051,1,2,-0.174532925,0.623534779,0.498827823,0.975135213,0.220049684,0.026257452,0.878985422,0.124706956,0.136900309,0.495874486,center_box,active,0,False,,,,,,,
29,1.450000000,0.809865254,-0.176051751,1.101499215,0.557817644,-0.153971921,-0.000672362,0.837822714,-0.185193523,1.101409058,0.557900494,-0.212926913,-0.003438590,0.314121272,0.158446576,-0.002998430,0.120667753,-0.242200295,-0.005300941,-0.800000000,-0.252081068,-0.013224513,1,2,-0.174532925,0.603338764,0.482671011,0.961540648,0.274379272,0.012473846,0.864821095,0.120667753,0.138440316,0.470947383,center_box,active,0,False,,,,,,,
30,1.500000000,0.837822714,-0.185193523,1.101409058,0.557900494,-0.212926913,-0.003438590,0.865081783,-0.197874880,1.100879340,0.530374414,-0.287374714,-0.016750341,0.304709557,0.166674171,-0.002818117,0.120879879,-0.250000000,-0.019474876,-0.800000000,-0.105923105,-0.045817959,1,1,-0.349065850,0.604399393,0.483519514,0.913596691,0.396303993,0.091017749,0.913166779,0.120879879,0.137254209,0.448145612,center_box,active,0,False,,,,,,,
31,1.550000000,0.865081783,-0.197874880,1.100879340,0.530374414,-0.287374714,-0.016750341,0.890600086,-0.213789227,1.099865750,0.495327556,-0.337500540,-0.022413034,0.295926395,0.178087392,-0.001758679,0.112776050,-0.236275056,-0.023958889,-0.800000000,0.145999022,-0.020595853,1,1,-0.349065850,0.563880248,0.451104199,0.930903713,0.345300992,0.119102904,0.980875427,0.112776050,0.139796403,0.428774971,center_box,active,0,False,,,,,,,
