time_s,measured_signed_tangent_speed_mps,inferred_local_path_curvature_per_m,commanded_speed_mps,commanded_curvature_speed_rate_radps,inferred_measured_speed_geometric_rate_radps,quaternion_euler_yaw_unwrapped_rad,quaternion_euler_yaw_rate_radps,measured_body_wz_radps,euler_yaw_rate_minus_geometric_radps,body_wz_minus_geometric_radps,euler_yaw_rate_minus_commanded_radps,body_wz_minus_commanded_radps,body_wz_minus_euler_yaw_rate_radps,tangent_yaw_error_deg,tilt_deg
2.68,0.8684871407643121,1.3332443028213785,1.0,1.3332443028213785,1.1579055324976477,2.5808686081574956,0.7987287484389611,0.8469457828042629,-0.3591767840586866,-0.3109597496933848,-0.5345155543824174,-0.4862985200171156,0.04821703436530178,-15.504099727307434,8.684149308638407
2.7,0.8779906804751612,1.3337148888448902,1.0,1.3337148888448902,1.170989242816779,2.597367529498137,0.9286740292556743,0.9496218562597765,-0.24231521356110464,-0.2213673865570025,-0.4050408595892159,-0.38409303258511374,0.020947827004102137,-15.454565893693161,9.165329769233928
2.72,0.8900149211405214,1.3331503608950066,1.0,1.3331503608950066,1.186523713320427,2.6180155693277225,1.045215149221164,1.0083252581239641,-0.14130856409926285,-0.17819845519646282,-0.2879352116738425,-0.3248251027710425,-0.03688989109719998,-16.06469450686826,9.088561978952677
2.74,0.9019035315080894,1.3335229070160166,1.0,1.3335229070160166,1.202709019184679,2.639176135466984,1.10628581741814,1.0495343572266327,-0.09642320176653896,-0.1531746619580463,-0.22723708959787658,-0.2839885497893839,-0.05675146019150734,-15.74926922108072,8.893477044296292
2.7600000000000002,0.9117902846325249,1.3327655629009554,1.0,1.3327655629009554,1.2152026919458894,2.662267002024448,1.1985704902080698,1.0953500436885024,-0.01663220173781954,-0.11985264825738695,-0.13419507269288555,-0.23741551921245296,-0.10322044651956741,-16.221896682016325,8.395235939802026
2.7800000000000002,0.9204648350316487,1.333783153007792,1.0,1.333783153007792,1.2277004899013093,2.6871189550753063,1.2743463560989454,1.1359087640269274,0.04664586619763611,-0.09179172587438189,-0.05943679690884651,-0.1978743889808645,-0.138437592072018,-15.695746677611314,7.670839472425174
2.8000000000000003,0.924066663948545,1.3336363068448838,1.0,1.3336363068448838,1.2323688529868098,2.713240856268406,1.3038909919422252,1.1610975117247406,0.07152213895541548,-0.07127134126206913,-0.029745314902658526,-0.17253879512014314,-0.14279348021748461,-15.996390828049018,6.967187622940322
2.82,0.9223194282075834,1.3332096543581096,1.0,1.3332096543581096,1.2296451660884016,2.739274594752995,1.3032246330499504,1.1840951739104735,0.07357946696154882,-0.0455499921779281,-0.029985021308159165,-0.1491144804476361,-0.11912945913947692,-16.302995954611873,6.51465632446189
2.84,0.9170276996405115,1.3337008942187127,1.0,1.3337008942187127,1.2230406630338793,2.7653698415904033,1.2870778737586193,1.1965008734469709,0.06403721072474,-0.02653978958690839,-0.04662302046009348,-0.13720002077174187,-0.09057700031164839,-15.707124421218996,6.332269943460997
2.86,0.9074734335728397,1.3339487981694074,1.0,1.3339487981694074,1.2105230960851552,2.79075770970334,1.2923732398333527,1.2117395533508215,0.08185014374819755,0.0012164572656663264,-0.04157555833605464,-0.12220924481858586,-0.08063368648253122,-16.05138995133593,6.244674180566333
2.88,0.8960441894570723,1.3337114886636785,1.0,1.3337114886636785,1.195064429829231,2.8170647711837375,1.3125811734039274,1.2431850579504324,0.11751674357469644,0.048120628121201436,-0.021130315259751065,-0.09052643071324606,-0.069396115453495,-15.444303567264559,6.589056273469533
2.9,0.8819055742378498,1.3339508060005498,1.0,1.3339508060005498,1.1764186515709574,2.843260956639497,1.291223066076597,1.2776715270918577,0.11480441450563972,0.10125287552090034,-0.042727739923952734,-0.05627927890869211,-0.013551538984739375,-15.742879162505544,6.793343456511738
2.92,0.8681581791394607,1.3329902788943642,1.0,1.3329902788943642,1.1572464133355331,2.868713693826802,1.2003632538196172,1.262032352231684,0.04311684048408404,0.10478593889615095,-0.132627025074747,-0.07095792666268008,0.061669098412066914,-15.18493526388379,7.145122906446187
2.94,0.8570609092241204,1.3325107753062795,1.0,1.3325107753062795,1.1420428966349374,2.8912754867922814,1.1548459818267247,1.209869890342396,0.0128030851917873,0.06782699370745848,-0.17766479347955477,-0.12264088496388359,0.05502390851567118,-15.692385164892,7.702485145655733
2.96,0.8495958812927698,1.3337114886636785,1.0,1.3337114886636785,1.1331157876015099,2.914907533099871,1.198636687514977,1.2840070880958832,0.0655208999134671,0.15089130049437327,-0.13507480114870152,-0.04970440056779535,0.08537040058090617,-15.237748728625833,7.791076848003844
2.98,0.8435741095241576,1.3325077769185023,1.0,1.3325077769185023,1.1240690613480404,2.939220954292881,1.2379075174314096,1.364055252510719,0.11383845608336918,0.2399861911626786,-0.09460025948709272,0.03154747559221671,0.12614773507930943,-15.645015901607051,7.057019129967586
3.0,0.8412130447243291,1.3337008942187127,1.0,1.3337008942187127,1.1219265899772837,2.964423833797127,1.234562957231887,1.2906621484021057,0.11263636725460335,0.16873555842482202,-0.09913793698682571,-0.04303874581660705,0.056099191170218665,-15.10010685530668,6.279772407464215
3.02,0.8394382853448806,1.3332096543581096,1.0,1.3332096543581096,1.1191472262596125,2.988603472582156,1.1643745780848604,1.1850824173446344,0.04522735182524795,0.06593519108502188,-0.16883507627324912,-0.1481272370134752,0.02070783925977393,-14.61448924579051,5.193084200171203
